fecha,orden,grupo,centro_de_costo,capitulo,descripcion,unidad_funcional,proyecto,elemento,abs_inicial,abs_final,liberacion,acta,unidad_medida,largo,espesor,fc,cantidad,observacion,id_registro
2026-09-04,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-047,20108,20108,CAMPO,23,m3,6,1,1,6,,xls-4174
2026-09-04,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,272,1,1,272,,xls-4175
2026-09-04,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,6.5,1,1,6.5,,xls-4176
2026-09-04,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,100,1,1,100,,xls-4177
2026-09-04,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-044,39394,39394,CAMPO,23,m3,6,1,1,6,,xls-4178
2026-09-04,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-029,35957,35957,CAMPO,23,m3,25,1,1,25,,xls-4179
2026-09-04,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-029,35957,35957,CAMPO,23,kg,200,1,1,200,,xls-4180
2026-09-04,106,DRENAJES Y ESTRUCTURAS,3702.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF2,3702,ODT2-032,36523,36523,CAMPO,23,m,21,1,1,21,,xls-4181
2026-09-05,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-071,25699,25699,CAMPO,23,kg,308.96,1,1,308.96,,xls-4182
2026-09-05,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,7,1,1,7,,xls-4183
2026-09-05,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,20,1,1,20,,xls-4184
2026-09-05,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,14,1,1,14,,xls-4185
2026-09-05,108,DRENAJES Y ESTRUCTURAS,3702.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,3,1,1,3,,xls-4186
2026-09-05,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-029,35957,35957,CAMPO,23,kg,322,1,1,322,,xls-4187
2026-09-05,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-029,35957,35957,CAMPO,23,m3,3.5,1,1,3.5,,xls-4188
2026-09-05,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,100,1,1,100,,xls-4189
2026-09-03,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,1434.85,1,1.3,1103.730769230769,[Clima: Soleado],xls-4190
2026-09-03,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,1294.85,1,1.3,996.0384615384614,,xls-4191
2026-09-03,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,140,1,1.3,107.6923076923077,,xls-4192
2026-09-03,91,TIERRAS,3702.03.03,"BASES, SUBBASES Y AFIRMADOS ",Base granular estabilizada con cemento (No incluye cemento),UF2,3702,tm2 pk 39+200 - 39+560,39200,39560,CAMPO,23,m3,590.51,1,1.3,454.23846153846154,,xls-4193
2026-09-03,91,TIERRAS,3702.03.03,"BASES, SUBBASES Y AFIRMADOS ",Base granular estabilizada con cemento (No incluye cemento),UF2,3702,tm2 pk 33+380 - 34+445,33380,34445,CAMPO,23,m3,153.37,1,1.3,117.97692307692307,,xls-4194
2026-09-03,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1008.44999999999,1,1.3,775.7307692307616,,xls-4195
2026-09-03,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,730.05,1,1.3,561.576923076923,,xls-4196
2026-09-03,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1008.44999999999,1,1.3,775.7307692307616,,xls-4197
2026-09-03,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,730.05,1,1.3,561.576923076923,,xls-4198
2026-09-03,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,780,1,1,780,,xls-4199
2026-09-03,74,DRENAJES Y ESTRUCTURAS,3702.01.02,DEMOLICIONES Y REUBICACIONES,Demolición de Estructuras ,UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,6,1,1,6,,xls-4200
2026-09-04,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1184.24,1,1.3,910.9538461538461,[Clima: Soleado],xls-4201
2026-09-04,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,140,1,1.3,107.6923076923077,,xls-4202
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,387.71,1,1.3,298.23846153846154,,xls-4203
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,338.73,1,1.3,260.5615384615385,,xls-4204
2026-09-04,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,112,1,1.3,86.15384615384615,,xls-4205
2026-09-04,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,703.99,1,1.3,541.5307692307692,,xls-4206
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,143.21,1,1.3,110.16153846153847,,xls-4207
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,314.609999999999,1,1.3,242.0076923076915,,xls-4208
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,246.17,1,1.3,189.36153846153846,,xls-4209
2026-09-04,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,358.23,1,1.3,275.5615384615385,,xls-4210
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,109.11,1,1.3,83.93076923076923,,xls-4211
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,127.34,1,1.3,97.95384615384616,,xls-4212
2026-09-04,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,121.78,1,1.3,93.67692307692307,,xls-4213
2026-09-04,91,TIERRAS,3702.03.03,"BASES, SUBBASES Y AFIRMADOS ",Base granular estabilizada con cemento (No incluye cemento),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,479.73,1,1.3,369.0230769230769,,xls-4214
2026-09-04,95,PAVIMENTOS,3702.04.01,PAVIMENTOS ASFALTICOS ,Riego de imprimación con emulsión asfáltica,UF2,3702,tm2 pk 39+200 - 39+560,39200,39560,CAMPO,23,m2,1800,1,1,1800,,xls-4215
2026-09-04,149,TIERRAS,3701.05.04,ESTRUCTURAS,Relleno para muros de tierra MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,224,1,1,224,,xls-4216
2026-09-04,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,300,1,1,300,,xls-4217
2026-09-04,153,TIERRAS,3701.05.08,ESTRUCTURAS,Geotextil tejido uniaxial de 1480 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,80,1,1,80,,xls-4218
2026-09-04,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,390,1,1,390,,xls-4219
2026-09-04,90,TIERRAS,3702.03.01,"BASES, SUBBASES Y AFIRMADOS ",Subbase Granular,UF2,3702,tm2 pk 34+445 - 35+700,34445,35700,CAMPO,23,m3,28,1,1.3,21.538461538461537,,xls-4220
2026-09-05,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,490,1,1.3,376.9230769230769,[Clima: Soleado],xls-4221
2026-09-05,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,112,1,1.3,86.15384615384615,,xls-4222
2026-09-05,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,84,1,1.3,64.61538461538461,,xls-4223
2026-09-05,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,28,1,1.3,21.538461538461537,,xls-4224
2026-09-05,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,266,1,1.3,204.6153846153846,,xls-4225
2026-09-05,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,462.299999999999,1,1.3,355.61538461538385,,xls-4226
2026-09-05,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,108.62,1,1.3,83.55384615384615,,xls-4227
2026-09-05,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,81.16,1,1.3,62.43076923076923,,xls-4228
2026-09-05,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,137.76,1,1.3,105.96923076923076,,xls-4229
2026-09-05,149,TIERRAS,3701.05.04,ESTRUCTURAS,Relleno para muros de tierra MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,98,1,1,98,,xls-4230
2026-09-05,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,210.6,1,1,210.6,,xls-4231
2026-09-05,153,TIERRAS,3701.05.08,ESTRUCTURAS,Geotextil tejido uniaxial de 1480 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,70,1,1,70,,xls-4232
2026-09-05,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,200,1,1,200,,xls-4233
2026-09-05,18,TIERRAS,3701.03.01,"BASES, SUBBASES Y AFIRMADOS ",Subbase Granular,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,17.52,1,1.3,13.476923076923077,,xls-4234
2026-09-07,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1197.29,1,1.3,920.9923076923076,[Clima: Soleado],xls-4235
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,894.089999999999,1,1.3,687.7615384615377,,xls-4236
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,303.2,1,1.3,233.23076923076923,,xls-4237
2026-09-07,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1759.68,1,1.3,1353.6,,xls-4238
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 39+200 - 39+560,39200,39560,CAMPO,23,m3,902.189999999999,1,1.3,693.9923076923069,,xls-4239
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,658.25,1,1.3,506.3461538461538,,xls-4240
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,199.239999999999,1,1.3,153.26153846153767,,xls-4241
2026-09-07,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,2055.55,1,1.3,1581.1923076923078,,xls-4242
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,2055.55,1,1.3,1581.1923076923078,,xls-4243
2026-09-07,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,710.4,1,1.3,546.4615384615385,,xls-4244
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,56,1,1.3,43.07692307692307,,xls-4245
2026-09-07,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,70,1,1.3,53.84615384615385,,xls-4246
2026-09-07,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,182,1,1.3,140,,xls-4247
2026-09-07,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,238,1,1.3,183.07692307692307,,xls-4248
2026-09-07,150,TIERRAS,3701.05.05,ESTRUCTURAS,Material granular drenante MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,140,1,1,140,,xls-4249
2026-09-07,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,360,1,1,360,,xls-4250
2026-09-07,153,TIERRAS,3701.05.08,ESTRUCTURAS,Geotextil tejido uniaxial de 1480 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,20,1,1,20,,xls-4251
2026-09-07,18,TIERRAS,3701.03.01,"BASES, SUBBASES Y AFIRMADOS ",Subbase Granular,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,48.42,1,1.3,37.246153846153845,,xls-4252
2026-09-07,30,DRENAJES Y ESTRUCTURAS,3701.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF1,3701,ODT1-071,25699,25699,CAMPO,23,m3,1.5,1,1,1.5,[Clima: Soleado],xls-4253
2026-09-07,106,DRENAJES Y ESTRUCTURAS,3702.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF2,3702,ODT2-031,36536,36536,CAMPO,23,m,48,1,1,48,,xls-4254
2026-09-07,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,8,1,1,8,,xls-4255
2026-09-07,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,150,1,1,150,,xls-4256
2026-09-07,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-044,39394,39394,CAMPO,23,m3,6.8,1,1,6.8,,xls-4257
2026-09-07,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,200,1,1,200,,xls-4258
2026-09-08,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1242.44999999999,1,1.3,955.7307692307616,[Clima: Soleado],xls-4259
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,687.089999999999,1,1.3,528.5307692307684,,xls-4260
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,555.359999999999,1,1.3,427.1999999999992,,xls-4261
2026-09-08,95,PAVIMENTOS,3702.04.01,PAVIMENTOS ASFALTICOS ,Riego de imprimación con emulsión asfáltica,UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m2,1440,1,1,1440,,xls-4262
2026-09-08,95,PAVIMENTOS,3702.04.01,PAVIMENTOS ASFALTICOS ,Riego de imprimación con emulsión asfáltica,UF2,3702,tm2 pk 33+380 - 34+445,33380,34445,CAMPO,23,m2,480,1,1,480,,xls-4263
2026-09-08,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1714.97,1,1.3,1319.2076923076922,,xls-4264
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,1714.97,1,1.3,1319.2076923076922,,xls-4265
2026-09-08,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,548.93,1,1.3,422.2538461538461,,xls-4266
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,112,1,1.3,86.15384615384615,,xls-4267
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,42,1,1.3,32.30769230769231,,xls-4268
2026-09-08,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m3,240.93,1,1.3,185.33076923076922,,xls-4269
2026-09-08,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,112,1,1.3,86.15384615384615,,xls-4270
2026-09-08,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,42,1,1.3,32.30769230769231,,xls-4271
2026-09-08,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,780,1,1,780,,xls-4272
2026-09-08,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,180,1,1,180,,xls-4273
2026-09-08,155,TIERRAS,3701.05.10,ESTRUCTURAS,Geodrén planar h=1 m MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,20,1,1,20,,xls-4274
2026-09-08,147,TIERRAS,3701.05.02,ESTRUCTURAS,"Geodren planar h=0,5 m MSR",UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,100,1,1,100,,xls-4275
2026-09-08,150,TIERRAS,3701.05.05,ESTRUCTURAS,Material granular drenante MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,14,1,1,14,,xls-4276
2026-09-08,154,TIERRAS,3701.05.09,ESTRUCTURAS,Geotextil tejido uniaxial de 2890 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,88,1,1,88,,xls-4277
2026-09-08,148,TIERRAS,3701.05.03,ESTRUCTURAS,"Tubería PVC d=4"" para drenaje perforada MSR",UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,6,1,1,6,,xls-4278
2026-09-08,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-047,20108,20108,CAMPO,23,m3,4.2,1,1,4.2,[Clima: Soleado],xls-4279
2026-09-08,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-071,25699,25699,CAMPO,23,kg,2500,1,1,2500,,xls-4280
2026-09-08,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,2,1,1,2,,xls-4281
2026-09-08,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,4,1,1,4,,xls-4282
2026-09-08,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-032,36523,36523,CAMPO,23,kg,300,1,1,300,,xls-4283
2026-09-08,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-041,38344,38344,CAMPO,23,kg,100,1,1,100,,xls-4284
2026-09-08,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,320,1,1,320,,xls-4285
2026-09-08,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,100,1,1,100,,xls-4286
2026-09-09,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-047,20108,20108,CAMPO,23,kg,276.25,1,1,276.25,,xls-4287
2026-09-09,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-047,20108,20108,CAMPO,23,kg,110,1,1,110,,xls-4288
2026-09-09,31,DRENAJES Y ESTRUCTURAS,3701.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF1,3701,ODT1-043B,19362,19362,CAMPO,23,m3,75,1,1,75,,xls-4289
2026-09-09,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-043A,19362,19362,CAMPO,23,m3,6.5,1,1,6.5,,xls-4290
2026-09-09,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-029,35957,35957,CAMPO,23,m3,3.5,1,1,3.5,,xls-4291
2026-09-09,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,4.5,1,1,4.5,,xls-4292
2026-09-09,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,4.5,1,1,4.5,,xls-4293
